2019-11-26,BE5613,68324.76
2019-11-26,YR3217,63935.76
2019-11-26,YR8837,61558.56
2019-11-26,BE1054,60789.96
2019-11-26,YR4098,60301.08
2019-11-26,YR6068,58957.08
2019-11-26,BE5092,58920.12
2019-11-26,YR8129,58385.04
2019-11-26,YR8558,58097.76
2019-11-26,YR5190,57515.64
2019-11-26,BE2494,57348.48
2019-11-26,BE4797,56390.04
2019-11-26,YR5698,55726.44
2019-11-26,YR6095,55455.96
2019-11-26,BE9667,54634.44
2019-11-26,BE9002,54397.56
2019-11-26,OJ5085,54295.20
2019-11-26,BE3466,54017.88
2019-11-26,GQ5324,53802.00
2019-11-26,XV5324,53802.00
2019-11-26,BE9628,53417.28
2019-11-26,BE3513,53107.32
2019-11-26,BE3684,52851.96
2019-11-26,OJ2536,52235.28
2019-11-26,XV1054,52105.68
2019-11-26,BE2612,50901.48
2019-11-26,BE9451,50876.28
2019-11-26,XV4868,50390.64
2019-11-26,OJ5865,50371.20
2019-11-26,BE2889,49883.40
2019-11-26,OJ9992,49835.52
2019-11-26,OJ8558,49798.08
2019-11-26,GQ8275,49464.00
2019-11-26,XV6314,49091.76
2019-11-26,YR2955,49034.16
2019-11-26,BE6167,48961.92
2019-11-26,XV3949,48702.24
2019-11-26,XV7687,48624.48
2019-11-26,GQ9387,48436.56
2019-11-26,YR6083,48337.80
2019-11-26,XV4797,48334.32
2019-11-26,OJ9732,48290.40
2019-11-26,BE5386,48043.80
2019-11-26,XV9568,47953.44
2019-11-26,GQ9568,47953.44
2019-11-26,OJ1343,47586.96
2019-11-26,GQ1780,47565.36
2019-11-26,XV1780,47565.36
2019-11-26,GQ6095,47533.68
2019-11-26,YR7220,47525.52
2019-11-26,YR4226,47460.84
2019-11-26,YR7896,47348.28
2019-11-26,OJ4468,47167.92
2019-11-26,GQ6177,46320.48
2019-11-26,XV6177,46320.48
2019-11-26,XV7397,46203.12
2019-11-26,OJ9269,45399.60
2019-11-26,YR4165,45283.56
2019-11-26,BE9225,45159.24
2019-11-26,OJ7306,45133.20
2019-11-26,BE6693,45055.08
2019-11-26,XV4304,45043.20
2019-11-26,BE3766,44999.64
2019-11-26,YR5986,44993.76
2019-11-26,GQ5488,44807.76
2019-11-26,XV5488,44807.76
2019-11-26,YR5005,44210.88
2019-11-26,OJ3183,43928.64
2019-11-26,OJ9922,43903.44
2019-11-26,GQ9784,43770.24
2019-11-26,XV9784,43770.24
2019-11-26,GQ8531,43419.60
2019-11-26,XV8531,43419.60
2019-11-26,GQ7785,43290.72
2019-11-26,XV7785,43290.72
2019-11-26,YR4591,43233.96
2019-11-26,XV2889,42757.20
2019-11-26,GQ4721,42719.04
2019-11-26,XV4721,42719.04
2019-11-26,GQ4211,42523.92
2019-11-26,XV4211,42523.92
2019-11-26,OJ7592,42428.16
2019-11-26,BE5249,42421.68
2019-11-26,YR1475,42080.64
2019-11-26,OJ2955,42029.28
2019-11-26,GQ8391,41960.88
2019-11-26,XV8391,41960.88
2019-11-26,GQ8870,41222.16
2019-11-26,XV8870,41222.16
2019-11-26,OJ4886,41131.44
2019-11-26,XV7837,40667.04
2019-11-26,GQ8207,40601.52
2019-11-26,GQ7896,40584.24
2019-11-26,XV6365,40536.00
2019-11-26,GQ1461,40281.84
2019-11-26,XV1461,40281.84
2019-11-26,OJ6529,39541.68
2019-11-26,OJ3977,39474.00
2019-11-26,GQ2163,39410.64
2019-11-26,XV2163,39410.64
2019-11-26,YR1845,38819.76
2019-11-26,XV6693,38618.64
2019-11-26,XV3766,38571.12
2019-11-26,XV4758,38388.24
2019-11-26,XV3375,37987.20
2019-11-26,GQ3360,37937.52
2019-11-26,XV3360,37937.52
2019-11-26,OJ5005,37895.04
2019-11-26,GQ3106,37596.96
2019-11-26,GQ3700,37591.92
2019-11-26,OJ9422,37141.20
2019-11-26,BE4691,36841.56
2019-11-26,GQ4201,36751.68
2019-11-26,YR1632,36439.20
2019-11-26,XV5249,36361.44
2019-11-26,YR1393,36317.40
2019-11-26,YR8834,35915.88
2019-11-26,GQ3170,35912.16
2019-11-26,YR8867,35208.60
2019-11-26,BE8164,34974.24
2019-11-26,YR2692,34744.92
2019-11-26,YR8473,34680.24
2019-11-26,YR4368,34458.48
2019-11-26,BE7495,34378.68
2019-11-26,YR5253,34230.84
2019-11-26,GQ7388,33643.44
2019-11-26,XV7388,33643.44
2019-11-26,OJ5020,33605.28
2019-11-26,BE1377,32954.04
2019-11-26,YR8737,32422.32
2019-11-26,BE2437,32086.32
2019-11-26,GQ5000,31993.20
2019-11-26,XV5000,31993.20
2019-11-26,OJ2470,31880.88
2019-11-26,XV3613,31832.64
2019-11-26,BE7565,31285.80
2019-11-26,YR8930,31271.52
2019-11-26,OJ1393,31129.20
2019-11-26,GQ7679,30988.80
2019-11-26,XV7679,30988.80
2019-11-26,OJ8445,30881.52
2019-11-26,BE4659,30225.72
2019-11-26,OJ1674,30208.32
2019-11-26,OJ8867,30178.80
2019-11-26,BE1512,30178.68
2019-11-26,OJ2461,30070.80
2019-11-26,GQ3587,29873.52
2019-11-26,YR6219,29536.92
2019-11-26,GQ4368,29535.84
2019-11-26,GQ1372,29309.04
2019-11-26,OJ2039,29006.64
2019-11-26,XV2437,27502.56
2019-11-26,OJ8079,27095.76
2019-11-26,GQ9524,25991.28
2019-11-26,OJ8807,23152.32
